Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
658,11,Nov 4 2023,9:00 PM,Sat,Western Kentucky,,@,Texas-El Paso,,
659,11,Nov 4 2023,TBD,Sat,Wisconsin,,@,Indiana,,
660,12,Nov 7 2023,TBD,Tue,Ball State,,@,Northern Illinois,,
661,12,Nov 7 2023,TBD,Tue,Central Michigan,,@,Western Michigan,,
662,12,Nov 7 2023,TBD,Tue,Ohio,,@,Buffalo,,
663,12,Nov 8 2023,TBD,Wed,Akron,,@,Miami (OH),,
664,12,Nov 8 2023,TBD,Wed,Bowling Green,,@,Kent State,,
665,12,Nov 8 2023,TBD,Wed,Eastern Michigan,,@,Toledo,,
666,12,Nov 9 2023,7:30 PM,Thu,Southern Mississippi,,@,Louisiana,,
667,12,Nov 9 2023,TBD,Thu,Virginia,,@,(25) Louisville,,
668,12,Nov 10 2023,9:00 PM,Fri,North Texas,,@,Southern Methodist,,
669,12,Nov 10 2023,10:45 PM,Fri,Wyoming,,@,Nevada-Las Vegas,,
670,12,Nov 11 2023,11:00 PM,Sat,Air Force,,@,Hawaii,,
671,12,Nov 11 2023,TBD,Sat,(11) Alabama,,@,(20) Kentucky,,
672,12,Nov 11 2023,3:30 PM,Sat,Alabama-Birmingham,,@,Navy,,
673,12,Nov 11 2023,TBD,Sat,Appalachian State,,@,Georgia State,,
674,12,Nov 11 2023,TBD,Sat,Arizona,,@,Colorado,,
675,12,Nov 11 2023,TBD,Sat,Arizona State,,@,UCLA,,
676,12,Nov 11 2023,TBD,Sat,Arkansas State,,@,South Alabama,,
677,12,Nov 11 2023,TBD,Sat,Auburn,,@,Arkansas,,
678,12,Nov 11 2023,TBD,Sat,Baylor,,@,Kansas State,,
679,12,Nov 11 2023,TBD,Sat,Cincinnati,,@,Houston,,
680,12,Nov 11 2023,TBD,Sat,Connecticut,,@,James Madison,,
681,12,Nov 11 2023,TBD,Sat,(19) Duke,,@,(14) North Carolina,,
682,12,Nov 11 2023,TBD,Sat,East Carolina,,@,Florida Atlantic,,
683,12,Nov 11 2023,TBD,Sat,Florida,,@,(23) Louisiana State,,
684,12,Nov 11 2023,3:30 PM,Sat,Florida International,,@,Middle Tennessee State,,
685,12,Nov 11 2023,10:30 PM,Sat,(24) Fresno State,,@,San Jose State,,
686,12,Nov 11 2023,TBD,Sat,Georgia Southern,,@,Marshall,,
687,12,Nov 11 2023,TBD,Sat,Georgia Tech,,@,Clemson,,
688,12,Nov 11 2023,12:00 PM,Sat,Holy Cross,,@,Army,,
689,12,Nov 11 2023,TBD,Sat,Indiana,,@,Illinois,,
690,12,Nov 11 2023,TBD,Sat,Iowa State,,@,Brigham Young,,
691,12,Nov 11 2023,TBD,Sat,Maryland,,@,Nebraska,,
692,12,Nov 11 2023,TBD,Sat,Memphis,,@,Charlotte,,
693,12,Nov 11 2023,TBD,Sat,(17) Miami (FL),,@,(5) Florida State,,
694,12,Nov 11 2023,12:00 PM,Sat,(2) Michigan,,@,(6) Penn State,,
695,12,Nov 11 2023,7:30 PM,Sat,Michigan State,,@,(4) Ohio State,,
696,12,Nov 11 2023,TBD,Sat,Minnesota,,@,Purdue,,
697,12,Nov 11 2023,TBD,Sat,(16) Mississippi,,@,(1) Georgia,,
698,12,Nov 11 2023,TBD,Sat,Mississippi State,,@,Texas A&M,,
699,12,Nov 11 2023,3:00 PM,Sat,Nevada,,@,Utah State,,
700,12,Nov 11 2023,TBD,Sat,New Mexico,,@,Boise State,,
701,12,Nov 11 2023,3:30 PM,Sat,New Mexico State,,@,Western Kentucky,,
702,12,Nov 11 2023,TBD,Sat,North Carolina State,,@,Wake Forest,,
703,12,Nov 11 2023,TBD,Sat,Northwestern,,@,Wisconsin,,
704,12,Nov 11 2023,TBD,Sat,Oklahoma State,,@,Central Florida,,
705,12,Nov 11 2023,1:00 PM,Sat,Old Dominion,,@,Liberty,,
706,12,Nov 11 2023,TBD,Sat,Rice,,@,Texas-San Antonio,,
707,12,Nov 11 2023,TBD,Sat,Rutgers,,@,Iowa,,
708,12,Nov 11 2023,3:00 PM,Sat,Sam Houston,,@,Louisiana Tech,,
709,12,Nov 11 2023,7:00 PM,Sat,San Diego State,,@,Colorado State,,
710,12,Nov 11 2023,TBD,Sat,(9) Southern California,,@,(8) Oregon,,
711,12,Nov 11 2023,TBD,Sat,Stanford,,@,(15) Oregon State,,
712,12,Nov 11 2023,3:30 PM,Sat,Syracuse,,N,Pittsburgh,,
713,12,Nov 11 2023,TBD,Sat,Temple,,@,South Florida,,
714,12,Nov 11 2023,TBD,Sat,(22) Tennessee,,@,(21) Missouri,,
715,12,Nov 11 2023,TBD,Sat,(3) Texas,,@,Texas Christian,,
716,12,Nov 11 2023,TBD,Sat,Texas State,,@,Coastal Carolina,,
717,12,Nov 11 2023,TBD,Sat,Texas Tech,,@,Kansas,,
718,12,Nov 11 2023,TBD,Sat,Troy,,@,Louisiana-Monroe,,
719,12,Nov 11 2023,TBD,Sat,Tulsa,,@,Tulane,,
720,12,Nov 11 2023,TBD,Sat,(18) Utah,,@,(7) Washington,,
721,12,Nov 11 2023,TBD,Sat,Vanderbilt,,@,South Carolina,,
722,12,Nov 11 2023,TBD,Sat,Virginia Tech,,@,Boston College,,
723,12,Nov 11 2023,9:50 PM,Sat,(13) Washington State,,@,California,,
724,12,Nov 11 2023,TBD,Sat,West Virginia,,@,(12) Oklahoma,,
725,13,Nov 14 2023,7:00 PM,Tue,Akron,,@,Eastern Michigan,,
726,13,Nov 14 2023,7:00 PM,Tue,Toledo,,@,Bowling Green,,
727,13,Nov 14 2023,7:00 PM,Tue,Western Michigan,,@,Northern Illinois,,
728,13,Nov 15 2023,7:00 PM,Wed,Buffalo,,@,Miami (OH),,
729,13,Nov 15 2023,7:00 PM,Wed,Central Michigan,,@,Ohio,,
730,13,Nov 16 2023,7:00 PM,Thu,Boston College,,@,Pittsburgh,,
731,13,Nov 17 2023,10:30 PM,Fri,Colorado,,@,(13) Washington State,,
732,13,Nov 17 2023,9:00 PM,Fri,South Florida,,@,Texas-San Antonio,,
733,13,Nov 18 2023,12:00 PM,Sat,Abilene Christian,,@,Texas A&M,,
734,13,Nov 18 2023,TBD,Sat,Appalachian State,,@,James Madison,,
735,13,Nov 18 2023,TBD,Sat,Baylor,,@,Texas Christian,,
736,13,Nov 18 2023,7:00 PM,Sat,Boise State,,@,Utah State,,
737,13,Nov 18 2023,TBD,Sat,Central Florida,,@,Texas Tech,,
738,13,Nov 18 2023,12:00 PM,Sat,Chattanooga,,@,(11) Alabama,,
739,13,Nov 18 2023,TBD,Sat,Cincinnati,,@,West Virginia,,
740,13,Nov 18 2023,12:00 PM,Sat,Coastal Carolina,,@,Army,,
741,13,Nov 18 2023,TBD,Sat,(19) Duke,,@,Virginia,,
742,13,Nov 18 2023,12:00 PM,Sat,East Carolina,,@,Navy,,
743,13,Nov 18 2023,TBD,Sat,Florida,,@,(21) Missouri,,
744,13,Nov 18 2023,TBD,Sat,Florida International,,@,Arkansas,,
745,13,Nov 18 2023,TBD,Sat,(1) Georgia,,@,(22) Tennessee,,
746,13,Nov 18 2023,TBD,Sat,Georgia State,,@,(23) Louisiana State,,
747,13,Nov 18 2023,2:00 PM,Sat,Hawaii,,@,Wyoming,,
748,13,Nov 18 2023,TBD,Sat,Illinois,,@,Iowa,,
749,13,Nov 18 2023,TBD,Sat,Kansas State,,@,Kansas,,
750,13,Nov 18 2023,TBD,Sat,Kent State,,@,Ball State,,
751,13,Nov 18 2023,TBD,Sat,(20) Kentucky,,@,South Carolina,,
752,13,Nov 18 2023,3:30 PM,Sat,Louisiana,,@,Troy,,
753,13,Nov 18 2023,2:00 PM,Sat,Louisiana Tech,,@,Jacksonville State,,
754,13,Nov 18 2023,TBD,Sat,Louisiana-Monroe,,@,(16) Mississippi,,
755,13,Nov 18 2023,TBD,Sat,(25) Louisville,,@,(17) Miami (FL),,
756,13,Nov 18 2023,TBD,Sat,Marshall,,@,South Alabama,,
757,13,Nov 18 2023,1:00 PM,Sat,Massachusetts,,@,Liberty,,
758,13,Nov 18 2023,TBD,Sat,(2) Michigan,,@,Maryland,,
759,13,Nov 18 2023,TBD,Sat,Michigan State,,@,Indiana,,
760,13,Nov 18 2023,TBD,Sat,Minnesota,,@,(4) Ohio State,,
761,13,Nov 18 2023,TBD,Sat,Nebraska,,@,Wisconsin,,
762,13,Nov 18 2023,3:00 PM,Sat,Nevada,,@,Colorado State,,
763,13,Nov 18 2023,3:30 PM,Sat,Nevada-Las Vegas,,@,Air Force,,
764,13,Nov 18 2023,TBD,Sat,New Mexico,,@,(24) Fresno State,,
765,13,Nov 18 2023,TBD,Sat,New Mexico State,,@,Auburn,,
766,13,Nov 18 2023,TBD,Sat,North Alabama,,@,(5) Florida State,,
767,13,Nov 18 2023,TBD,Sat,(14) North Carolina,,@,Clemson,,
768,13,Nov 18 2023,TBD,Sat,North Carolina State,,@,Virginia Tech,,
769,13,Nov 18 2023,TBD,Sat,North Texas,,@,Tulsa,,
770,13,Nov 18 2023,TBD,Sat,(12) Oklahoma,,@,Brigham Young,,
771,13,Nov 18 2023,TBD,Sat,Oklahoma State,,@,Houston,,
772,13,Nov 18 2023,TBD,Sat,Old Dominion,,@,Georgia Southern,,
773,13,Nov 18 2023,TBD,Sat,(8) Oregon,,@,Arizona State,,
774,13,Nov 18 2023,TBD,Sat,Purdue,,@,Northwestern,,
775,13,Nov 18 2023,TBD,Sat,Rice,,@,Charlotte,,
776,13,Nov 18 2023,TBD,Sat,Rutgers,,@,(6) Penn State,,
777,13,Nov 18 2023,12:00 PM,Sat,Sacred Heart,,@,Connecticut,,
778,13,Nov 18 2023,3:30 PM,Sat,Sam Houston,,@,Western Kentucky,,
779,13,Nov 18 2023,10:30 PM,Sat,San Diego State,,@,San Jose State,,
780,13,Nov 18 2023,TBD,Sat,Southern Methodist,,@,Memphis,,
781,13,Nov 18 2023,12:00 PM,Sat,Southern Mississippi,,@,Mississippi State,,
782,13,Nov 18 2023,TBD,Sat,Syracuse,,@,Georgia Tech,,
783,13,Nov 18 2023,TBD,Sat,Temple,,@,Alabama-Birmingham,,
784,13,Nov 18 2023,TBD,Sat,(3) Texas,,@,Iowa State,,
785,13,Nov 18 2023,TBD,Sat,Texas State,,@,Arkansas State,,
786,13,Nov 18 2023,2:00 PM,Sat,Texas-El Paso,,@,Middle Tennessee State,,
787,13,Nov 18 2023,TBD,Sat,Tulane,,@,Florida Atlantic,,
788,13,Nov 18 2023,TBD,Sat,UCLA,,@,(9) Southern California,,
789,13,Nov 18 2023,TBD,Sat,(18) Utah,,@,Arizona,,
790,13,Nov 18 2023,3:30 PM,Sat,Wake Forest,,@,(10) Notre Dame,,
791,13,Nov 18 2023,TBD,Sat,(7) Washington,,@,(15) Oregon State,,
792,13,Nov 19 2023,12:26 AM,Sun,California,,@,Stanford,,
793,14,Nov 21 2023,TBD,Tue,Bowling Green,,@,Western Michigan,,
794,14,Nov 21 2023,TBD,Tue,Eastern Michigan,,@,Buffalo,,
795,14,Nov 23 2023,7:30 PM,Thu,(16) Mississippi,,@,Mississippi State,,
796,14,Nov 24 2023,4:00 PM,Fri,Air Force,,@,Boise State,,
797,14,Nov 24 2023,12:00 PM,Fri,Iowa,,@,Nebraska,,
798,14,Nov 24 2023,TBD,Fri,Memphis,,@,Temple,,
799,14,Nov 24 2023,12:00 PM,Fri,(17) Miami (FL),,@,Boston College,,
800,14,Nov 24 2023,4:00 PM,Fri,(21) Missouri,,@,Arkansas,,
801,14,Nov 24 2023,12:00 PM,Fri,Ohio,,@,Akron,,
802,14,Nov 24 2023,8:30 PM,Fri,(15) Oregon State,,@,(8) Oregon,,
803,14,Nov 24 2023,7:30 PM,Fri,(6) Penn State,,@,Michigan State,,
804,14,Nov 24 2023,12:00 PM,Fri,Texas Christian,,@,(12) Oklahoma,,
805,14,Nov 24 2023,7:30 PM,Fri,Texas Tech,,@,(3) Texas,,
806,14,Nov 24 2023,TBD,Fri,Texas-San Antonio,,@,Tulane,,
807,14,Nov 24 2023,12:00 PM,Fri,Toledo,,@,Central Michigan,,
808,14,Nov 24 2023,3:30 PM,Fri,Utah State,,@,New Mexico,,
809,14,Nov 25 2023,TBD,Sat,(11) Alabama,,@,Auburn,,
810,14,Nov 25 2023,TBD,Sat,Alabama-Birmingham,,@,North Texas,,
811,14,Nov 25 2023,TBD,Sat,Arizona,,@,Arizona State,,
812,14,Nov 25 2023,TBD,Sat,Arkansas State,,@,Marshall,,
813,14,Nov 25 2023,TBD,Sat,Brigham Young,,@,Oklahoma State,,
814,14,Nov 25 2023,10:48 PM,Sat,California,,@,UCLA,,
815,14,Nov 25 2023,TBD,Sat,Charlotte,,@,South Florida,,
816,14,Nov 25 2023,TBD,Sat,Clemson,,@,South Carolina,,
817,14,Nov 25 2023,TBD,Sat,Colorado,,@,(18) Utah,,
818,14,Nov 25 2023,11:00 PM,Sat,Colorado State,,@,Hawaii,,
819,14,Nov 25 2023,TBD,Sat,Connecticut,,@,Massachusetts,,
820,14,Nov 25 2023,TBD,Sat,Florida Atlantic,,@,Rice,,
821,14,Nov 25 2023,TBD,Sat,(5) Florida State,,@,Florida,,
822,14,Nov 25 2023,TBD,Sat,(24) Fresno State,,@,San Diego State,,
823,14,Nov 25 2023,TBD,Sat,(1) Georgia,,@,Georgia Tech,,
824,14,Nov 25 2023,TBD,Sat,Georgia Southern,,@,Appalachian State,,
825,14,Nov 25 2023,TBD,Sat,Georgia State,,@,Old Dominion,,
826,14,Nov 25 2023,TBD,Sat,Houston,,@,Central Florida,,
827,14,Nov 25 2023,TBD,Sat,Indiana,,@,Purdue,,
828,14,Nov 25 2023,TBD,Sat,Iowa State,,@,Kansas State,,
829,14,Nov 25 2023,4:00 PM,Sat,Jacksonville State,,@,New Mexico State,,
830,14,Nov 25 2023,TBD,Sat,James Madison,,@,Coastal Carolina,,
831,14,Nov 25 2023,TBD,Sat,Kansas,,@,Cincinnati,,
832,14,Nov 25 2023,TBD,Sat,(20) Kentucky,,@,(25) Louisville,,
833,14,Nov 25 2023,3:30 PM,Sat,Liberty,,@,Texas-El Paso,,
834,14,Nov 25 2023,TBD,Sat,Louisiana-Monroe,,@,Louisiana,,
835,14,Nov 25 2023,TBD,Sat,Maryland,,@,Rutgers,,
836,14,Nov 25 2023,TBD,Sat,Miami (OH),,@,Ball State,,
837,14,Nov 25 2023,TBD,Sat,Middle Tennessee State,,@,Sam Houston,,
838,14,Nov 25 2023,TBD,Sat,Navy,,@,Southern Methodist,,
839,14,Nov 25 2023,TBD,Sat,(14) North Carolina,,@,North Carolina State,,
840,14,Nov 25 2023,TBD,Sat,Northern Illinois,,@,Kent State,,
841,14,Nov 25 2023,TBD,Sat,Northwestern,,@,Illinois,,
842,14,Nov 25 2023,TBD,Sat,(10) Notre Dame,,@,Stanford,,
843,14,Nov 25 2023,12:00 PM,Sat,(4) Ohio State,,@,(2) Michigan,,
844,14,Nov 25 2023,TBD,Sat,Pittsburgh,,@,(19) Duke,,
845,14,Nov 25 2023,3:00 PM,Sat,San Jose State,,@,Nevada-Las Vegas,,
846,14,Nov 25 2023,3:00 PM,Sat,South Alabama,,@,Texas State,,
847,14,Nov 25 2023,TBD,Sat,Texas A&M,,@,(23) Louisiana State,,
848,14,Nov 25 2023,TBD,Sat,Troy,,@,Southern Mississippi,,
849,14,Nov 25 2023,TBD,Sat,Tulsa,,@,East Carolina,,
850,14,Nov 25 2023,TBD,Sat,Vanderbilt,,@,(22) Tennessee,,
851,14,Nov 25 2023,TBD,Sat,Virginia Tech,,@,Virginia,,
852,14,Nov 25 2023,TBD,Sat,Wake Forest,,@,Syracuse,,
853,14,Nov 25 2023,TBD,Sat,(13) Washington State,,@,(7) Washington,,
854,14,Nov 25 2023,TBD,Sat,West Virginia,,@,Baylor,,
855,14,Nov 25 2023,3:00 PM,Sat,Western Kentucky,,@,Florida International,,
856,14,Nov 25 2023,TBD,Sat,Wisconsin,,@,Minnesota,,
857,14,Nov 25 2023,9:00 PM,Sat,Wyoming,,@,Nevada,,
858,15,Dec 9 2023,3:00 PM,Sat,Army,,N,Navy,,
